更新时间,#genre#
20250801 01:27,url


RespoTime,whitelist,#genre#
217.30ms,我曾,https://vd3.bdstatic.com/mda-jjm8i93paakzz8yj/hd/mda-jjm8i93paakzz8yj.mp4?pd=20&vt=1
217.41ms,酒梦,https://vd4.bdstatic.com/mda-jjbj71ymtth36pvu/sc/mda-jjbj71ymtth36pvu.mp4
217.43ms,故乡的原风景,https://vd2.bdstatic.com/mda-kc4eh79vqhm2gyxh/sc/mda-kc4eh79vqhm2gyxh.mp4
217.47ms,情歌《你是我今生不能忘的唯一》DJ版,https://vd4.bdstatic.com/mda-mbdzgfvp4bz1hhg8/v1-cae/1080p/mda-mbdzgfvp4bz1hhg8.mp4
217.59ms,温奕心一路生花,https://vd2.bdstatic.com/mda-nadm5jqnuteatw2u/sc/cae_h264_delogo/1642172623674683427/mda-nadm5jqnuteatw2u.mp4
217.68ms,DJ情歌,https://vd2.bdstatic.com/mda-mm67ychk60q5n0d1/sc/cae_h264/1638893384360470440/mda-mm67ychk60q5n0d1.mp4
217.78ms,浙江卫视,https://migu.188766.xyz/?migutoken=0e83876a80a881c614f3c969ed0da5f6&id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&pp=1
217.80ms,BeIN SPORTS XTRA en Espanol (720p) [Geo-blocked],https://bein-esp-klowdtv.amagi.tv/playlist.m3u8
217.89ms,新歌推荐《梦中想着你》《惜别的海岸》好听醉人,https://vd2.bdstatic.com/mda-ndg53jbq7si8hftd/1080p/cae_h264_delogo/1650167662040039831/mda-ndg53jbq7si8hftd.mp4
218.02ms,精选dj[1280*720],https://vd3.bdstatic.com/mda-mm68drt808w1nins/720p/h264/1638861890075163680/mda-mm68drt808w1nins.mp4
218.05ms,不染,https://vd3.bdstatic.com/mda-jmceuahfwxarnh7v/hd/mda-jmceuahfwxarnh7v.mp4?pd=20&playlist=%5B%22hd%22%2C%22sc%22%5D
218.07ms,狭路相逢,https://vd3.bdstatic.com/mda-kd0mku18u3rui7gz/v1-cae/hd/mda-kd0mku18u3rui7gz.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D#https://vd3.bdstatic.com/mda-kanfj7h320ueqgkg/v1-cae/hd/mda-kanfj7h320ueqgkg.mp4
218.07ms,湖北卫视,https://migu.188766.xyz/?migutoken=6608beaec38d5f44ee093715c4ec1a1e&id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86&pp=1
218.17ms,整容归来,https://vd3.bdstatic.com/mda-ji1xe9cmasuh0722/hd/mda-ji1xe9cmasuh0722.mp4
218.38ms,The Design Network (1080p),https://amg00441-amg00441c1-rakuten-us-6050.playouts.now.amagi.tv/playlist.m3u8
218.75ms,07-31 19:30_NBL_香港金牛vs石家庄翔蓝_现场原声,https://migu.188766.xyz/play?migutoken=5f7b01e3c1548c46a4ffe5ac2bd9998f&id=ryAp%2Fif8BY8DUcS2twZY9HtHTp%2BQDsvV9CsVwUsJGwPlS2F0uo3o5g39U6w9GqfD%2B5%2BVb5XOcNv6YVPcm1OhuypXoqYizbVHFMmnT%2BnHWLaBLnFzbNf%2Bhs6a55ZcQXmy8k7ZSxaoeKD6LFHbu%2B1SX71xUxcedCJzT0o0GK8HNNbDK2GQxKliwjG3S3A99vqxHxAGZjiHkUr%2BE4l7L8DwWSFpiBodIC%2Bo%2BVnqGAejY3Y%3D&name=PhTmjIHhQSeaPyVJlXpX4w5LbjpKZKkG%2Bi0qpg88%2FKgXaoCVvNI5pwJAPjbXcbzlUVwQcFo49ceiEuLoxwKfmJkYIdQObEsMA0ouOGl9ziw%3D
218.80ms,KidsFlix (1080p) [Not 24/7],https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=50
218.82ms,干就完了,https://vd3.bdstatic.com/mda-mkpd6xzxe91etw8c/sc/cae_h264/1637766099902911413/mda-mkpd6xzxe91etw8c.mp4
218.93ms,DJ版《一个人挺好》,https://vd3.bdstatic.com/mda-mh6gqq4b59z26cjx/1080p/cae_h264/1628504623473300938/mda-mh6gqq4b59z26cjx.mp4
219.07ms,车载DJ《多年以后》,https://vd3.bdstatic.com/mda-mhqekuegbh6112js/1080p/cae_h264/1629891559415737083/mda-mhqekuegbh6112js.mp4
219.32ms,Bravo East,https://fl3.moveonjoy.com/BRAVO/index.m3u8
219.36ms,Newsy (1080p),https://547f72e6652371c3.mediapackage.us-east-1.amazonaws.com/out/v1/e3e6e29095844c4ba7d887f01e44a5ef/index.m3u8
219.45ms,捐助后传,https://vd3.bdstatic.com/mda-kbsrpz9zmbbvznjw/hd/mda-kbsrpz9zmbbvznjw.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
219.51ms,小太阳,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571230&extension=ts&play_token=D3QyPDZb9O
219.59ms,龙华偶像,http://108.181.20.197/livehttpplay?channel_id=20023
219.59ms,Lighting Lives Blessing Nations TV Arabic (LLBN) (480p),https://brightstar-arabic-pull-secure.akamaized.net/brightstararabic/stream.m3u8
219.64ms,2018精选十首《动感DJ舞曲》串烧大碟,https://vd3.bdstatic.com/mda-ii00rzrptt9e56yf/sc/mda-ii00rzrptt9e56yf.mp4
219.74ms,07-29 18:00_超三联赛_超三联赛 靖江赛区第3站 淘汰赛及决赛_[回放]浙江德清普徕19:21南海龙狮,https://migu.188766.xyz/play?migutoken=a77d244522f6b6886c849d465e11bee7&id=OCR%2Bxg%2Fey4RvxV%2BKYd1601Ne8mK%2BYnDmd%2BEQXjU8qiCkn8UQqi5V8ms8b%2Bo07oNzhNFoupuc0v1D%2Bf9KQtU8c1LCuW1JDpWstv%2FFLU3%2Bd6ey0Nesvyt4hEgeToaynYMTpCtUArTFxcnsyPhaH9o84oUUoXSHw%2Bk%2B0m9PusrpnAZvjkudw0JjipF890jQ0VAXat6wXrnl797sCC4qSEgrcEz6elERXvAtW5MtMpzNAI0%3D&name=jAS%2BRCSgSDATpRaXpCYGO7BRfA5Gb5U9GDVqjVeuSAU375dBfN8m93MexqERWc0cXzUvr6SRnXoi6YV1BY3eZdZXJne4ipXPJOCREJaxmyNm%2Fl0VGrDG%2BB8Qq8fO6krB1PHCmnGohPg2GnVnWZPAwBbHZiZ5h4XazAT8DIKAURtrEqTLuFQ4rHBUF79WPeut
219.91ms,全佳,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571192&extension=ts&play_token=xEP94V2R5Q
220.07ms,叶筱萱《爱到最后是孤独》,https://vd4.bdstatic.com/mda-mh9fjm2j86uyymfa/1080p/cae_h264/1628593607912074882/mda-mh9fjm2j86uyymfa.mp4
220.17ms,舞曲视频4,https://vd2.bdstatic.com/mda-mkn56h2g8ux3dtxq/sc/cae_h264/1637642599802363137/mda-mkn56h2g8ux3dtxq.mp4
220.29ms,LifevisionTV (406p) [Not 24/7],https://tgn.bozztv.com/lifevision/lifevision/index.m3u8
220.30ms,小虎队-星星的约会,https://vd2.bdstatic.com/mda-kc3gqfxzi4zgfr2w/sc/mda-kc3gqfxzi4zgfr2w.mp4
220.32ms,今夜回望dj,https://vd2.bdstatic.com/mda-mkv7cbzq5xdtf9ms/sc/cae_h264/1638478442002383579/mda-mkv7cbzq5xdtf9ms.mp4
220.32ms,四海舞曲dj,https://vd2.bdstatic.com/mda-mkp6w1tjw8mz9kpx/sc/cae_h264/1637731815454834601/mda-mkp6w1tjw8mz9kpx.mp4
220.41ms,dj舞曲女人版,https://vd3.bdstatic.com/mda-mkp88kxv6r8y73k9/sc/cae_h264/1637733263867775329/mda-mkp88kxv6r8y73k9.mp4
220.56ms,娱乐新闻台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571188&extension=ts&play_token=p582OSpABb
220.56ms,TVB1,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153396&extension=ts&play_token=ICdnbP1fWe
220.74ms,经典老歌DJ舞曲七首,https://vd2.bdstatic.com/mda-mhwbtsnrmm6v6x5r/sc/cae_h264/1630403250895754314/mda-mhwbtsnrmm6v6x5r.mp4
220.75ms,DJ《连锁反应》,https://vd2.bdstatic.com/mda-na26q8vkv1hegaw4/sc/cae_h264/1641186067929723723/mda-na26q8vkv1hegaw4.mp4
220.88ms,TVB星河,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153506&extension=ts&play_token=miEIuxsBcN
221.15ms,东森卫视,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156394&extension=ts&play_token=UEKTIim7lP
221.21ms,Pluto TV Velocidad​ (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5dd6dc7480e3550009133d4a/master.m3u8?advertisingId=&appName=web&appVersion=5.14.0-0f5ca04c21649b8c8aad4e56266a23b96d73b83a&app_name=web&clientDeviceType=0&clientID=6fbead95-26b1-415d-998f-1bdef62d10be&clientModelNumber=na&deviceDNT=false&deviceId=6fbead95-26b1-415d-998f-1bdef62d10be&deviceLat=19.4358&deviceLon=-99.1441&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=88.0.4324.150&marketingRegion=VE&serverSideAds=false&sessionID=b8e5a857-714a-11eb-b532-0242ac110002&sid=b8e5a857-714a-11eb-b532-0242ac110002&userId=
221.27ms,TVBS新闻,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941622&extension=ts&play_token=E9ymAxKoVJ
221.53ms,ABN TV India (540p),https://mediaserver.abnvideos.com/streams/abntvindia.m3u8
221.64ms,郭镐鸣《野摩托》,https://vd3.bdstatic.com/mda-mekfm7wu6f4rtt99/1080p/cae_h264/1621595318412084671/mda-mekfm7wu6f4rtt99.mp4
221.72ms,Pluto TV Game Shows,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6036e7c385749f00075dbd3b/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2aed47-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=33f00d08-5ecc-4756-847e-6afcf19395bc
221.77ms,Cheddar News (1080p),https://cheddar-us.samsung.wurl.tv/playlist.m3u8
221.89ms,Shop LC (KCKS-LD10) (480p) [Not 24/7],https://cdn.igocast.com/channel10_hls/channel10_master.m3u8
222.07ms,DJ《情火》《拥抱你离去》《夜夜夜漫长》,https://vd3.bdstatic.com/mda-nd3gy7ukv0reh4xv/sc/cae_h264_delogo/1649115109025912038/mda-nd3gy7ukv0reh4xv.mp4
222.15ms,春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
222.35ms,TV Panou (720p) [Not 24/7],http://tvpanoucom.srfms.com:1935/tvpanoucom/livestream/playlist.m3u8
222.39ms,Vevo '90s,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5fd7bb1f86d94a000796e2c2/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2cc207-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=0728470d-6a7e-40da-b12d-986993b83ec1
222.49ms,Ketchup TV (720p),https://stream.ads.ottera.tv/playlist.m3u8?network_id=13171
222.65ms,中天亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571212&extension=ts&play_token=yaoffzUbUJ
222.88ms,VOA TV Africa (1080p),https://voa-ingest.akamaized.net/hls/live/2033874/tvmc06/playlist.m3u8
223.11ms,07-28 01:00_WTT布宜诺斯艾利斯常规挑战赛：男女单双打决赛_雨果斩获男单冠军 美和双线丰收_[男双决赛]滨田一辉/小林広梦3_1贾恩/巴塔查吉,https://migu.188766.xyz/play?migutoken=10dd2db2fd9033d0b94a7b6ee0eda2f6&id=ID1gU6vPn%2BdZHl2FGjj%2BmEG9DGjQcx3FYrR85ZMC9eoGD1EqNxMZrn%2BW%2BLNsgJ%2BsOExFI6LzR2sNjEX58qT5Sxabx9wOF%2FPr%2FF472fP1XTgoczoiPuO5KjW9P6n5t7cFH73BHl5QQ5KFi6w%2FlwRgFsUzn4WTAxQRwgiVkuk0%2BOWrFOO35hsq3UV8gtICTW1nYfxkNnFlqtyb8B%2B20ZFd1LSTUdDqRNT10bfCIdleqZg%3D&name=ZC3mP6A0BOROzNfEfO95t85rNr%2B5G6NQPhEAyzt7rC05KXUDSnh0la7nFB7sKIytv3U3oSBD0C7RTSj0cDUAA8xhZ5DgY6EErmdMZTnVviTLoXVROtcmxNrU1JuQHFYEVbIV5eTFP7Ul0VFA5b8HM7skFueZDi4pyes0anrfcGijOWS33KRZol5gEpOvjckqfyLPkjsUeTomAyw1YyLDxumcnDbdXf2U%2F8Ra29bjPJ%2FKRWBLpTnC4Wy6rDb5mgywCiSOhT8WaFo1FP7VunowGQ%3D%3D
223.13ms,CCTV11,https://migu.188766.xyz/?migutoken=6335e0baf450c05ecfd1cd52bf981cb2&id=CCTV11&pp=1
223.35ms,LNKTV City (1080p),http://5tv.lincoln.ne.gov/live/live.m3u8
223.48ms,Cine Adrenalina (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5d8d164d92e97a5e107638d2/master.m3u8?advertisingId=&appName=web&appStoreUrl=&appVersion=DNT&app_name=&architecture=&buildVersion=&deviceDNT=0&deviceId=5d8d164d92e97a5e107638d2&deviceLat=&deviceLon=&deviceMake=web&deviceModel=web&deviceType=web&deviceVersion=DNT&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false&sid=904&terminate=false&userId=
223.50ms,ACCDN (1080p),https://raycom-accdn-firetv.amagi.tv/playlist.m3u8
223.59ms,WTVD ABC 11 News (Raleigh-Durham NC) (720p),https://content.uplynk.com/channel/ext/f05837c508c44712aa7129d531f7dbe6/wtvd_24x7_news.m3u8
223.64ms,《人间惊鸿客》,https://vd3.bdstatic.com/mda-mh2bbyjcqjxjhzkd/1080p/cae_h264/1627978577559447916/mda-mh2bbyjcqjxjhzkd.mp4
223.78ms,07-30 16:30_AL vs WE_AL vs WE_[全场回放] AL 2_1 WE,https://migu.188766.xyz/play?migutoken=77e63303bfe07335f7ed6be062dd6d04&id=48K4KyxXVNCkSIVS%2BQ5WoKEEX6AsD0vygIivE3H3nXCTiFBqbTYUdP7QYrkS4krcrKB6q6cwtSN786byTCiOe0gQiknBak2t1WYiD6R%2B1NDPC7kbjpAfnKKWWvWIacFIX6KHhqAsWvXeVQB83EbP%2Fu%2FBFY000ZV6vChdABP40BHfTKdCvillsGFS702l%2FJ7EHqyGgtszzsyT6ZgN8itzrk95mg8pAIjUonn%2BHx%2FPF60%3D&name=6aZE5XUoD0QVMCRn6lmPau%2BZe8jPpSZkeOPcz0taD9Df4gd7XNmCtAxZf8FkmIY3aS8BZw7RLiPLgEKz%2FDLhZu4J0fxvsrTrHU4PzrneU78%3D
224.00ms,乐山公共频道,http://channellive.leshantv.net/live/ch2.flv
224.07ms,新歌推荐《今生的唯一》《今夜的雨是谁的眼泪》相当好听,https://vd2.bdstatic.com/mda-ndg6psg9zd12ihzs/1080p/cae_h264_delogo/1650236539803095703/mda-ndg6psg9zd12ihzs.mp4
224.11ms,07-28 21:45_2025斯诺克上海大师赛第一轮：斯佳辉6_4王信伯_斯佳辉6_4战胜王信伯_[回放]斯佳辉6_4王信伯,https://migu.188766.xyz/play?migutoken=b8854ccdad290107c8e30e94ec5f1165&id=1APTO%2Bqoxe1Ch%2BJWpPe%2BLBpLsEzv7APtTLdrmbtaiZudME3dZm9JKcrf7O5derjcss%2BNcqLpvjjjbJsfuFfXrmDaoQ5N048uSYyGak41NSFdzcq3xXSaGTrLkz3Hi0wwWDf6kfRfFhy8YD1ZYXOBZnet9vj7HvEYCEdsh5AMeHv%2BNXeIOyf3GxKr7kOCEw%2F7aKjvUpiCbJ79lY%2Fgc%2Byo9NHtsi6Vw4Vocitxf05A79s%3D&name=KNAnuuFaEMk41oejMQoNtmky9nhLi9b%2BrEbD3ysoN%2FIRxFZuIUJrk%2FpYMzjiQx1xC5%2FVk4Z%2B1P2PsjSe6WMDIyMZygx5FqRnNBGjE4yn4p3Xnvq07Kg3fGQh5AGwOeM%2B2yFLCbvXpvHqKBR%2F1nMGFasbL%2BYp2pRcckKpM1Bj0pmNaid7V2LbUIKR0OylhoJSFvcUkv%2FKb1PqAe7puIecpA%3D%3D
224.33ms,Impact Network,http://51.75.94.167/impact/index.m3u8
224.54ms,MDIIstreamlock,https://5fd5567570c0e.streamlock.net/theretrochannel/stream/playlist.m3u8
224.57ms,Biz TV (1080p),https://thegateway.app/BizAndYou/BizTV/playlist.m3u8
224.83ms,最佳酒友,https://vd3.bdstatic.com/mda-jheqyidz841gwxpy/hd/mda-jheqyidz841gwxpy.mp4
225.19ms,Wolcott Governmental TV (Wolcott CT) (720p),https://5a5c57d042315.streamlock.net/live11704001/ngrp:government_all/playlist.m3u8
225.26ms,星空卫视,https://cdn.iptv8k.top/dl/jrys.php?id=21&time=20240926215313&ip=111.229.253.40
225.36ms,你的酒馆对我打了烊陈雪凝,https://vd3.bdstatic.com/mda-ka59e4w0qxxsxnt0/hd/mda-ka59e4w0qxxsxnt0.mp4?pd=19&vt=1
225.50ms,DJ舞曲《闯天涯》,https://vd2.bdstatic.com/mda-mjf3hahmam95yfkd/sc/cae_h264_nowatermark/1634352379471224566/mda-mjf3hahmam95yfkd.mp4
225.59ms,MovieSphere by Lionsgate,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/645e7828e1979c00087b75b4/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2a02e5-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=6ee42393-c7a0-4d1d-82c7-0121c35ec03e
225.62ms,功夫,https://vd3.bdstatic.com/mda-mjn3rmcivntas8ez/hd/cae_h264_nowatermark/1635016788091110865/mda-mjn3rmcivntas8ez.mp4?pd=19&vt=1
225.66ms,CNN,https://turnerlive.warnermediacdn.com/hls/live/586497/cnngo/cnni/VIDEO_0_3564000.m3u8
225.80ms,寰宇新闻,https://live.iill.top/youtube/@globalnewstw
226.03ms,溧水新闻综合,http://lishui-tv-hls.cm.jstv.com/lishui-tv/lsxwzh.m3u8
226.08ms,七星酒吧舞曲,https://vd2.bdstatic.com/mda-mkq4p7459ade8936/sc/cae_h264/1637813773613914093/mda-mkq4p7459ade8936.mp4
226.12ms,Tampa Bay Communnity Network TBCN (Tampa Bay FL) (480p),https://reflect-tampa-bay-community.cablecast.tv/live-16/live/live.m3u8
226.33ms,DJ版《爱不得忘不舍》,https://vd3.bdstatic.com/mda-mh8j8egnj8idbvd8/1080p/cae_h264/1629367979662473678/mda-mh8j8egnj8idbvd8.mp4
226.44ms,VSiN (720p),https://vsin-sgrewind.streamguys1.com/scte/live-2k/playlist.m3u8
226.46ms,Mobile County Public Schools TV Network (MCPSS),https://5b200f5268ceb.streamlock.net/MCPSS/MCPSS247.smil/playlist.m3u8
226.84ms,张杰-星星,https://vd3.bdstatic.com/mda-mcf4jracp0aq1b64/sc/cae_h264/1615836158/mda-mcf4jracp0aq1b64.mp4
226.99ms,PBR RidePass,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60d39387706fe50007fda8e8/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2a9f21-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=f7275d4e-aa8e-4e8d-9d5e-6a5665bf8190
227.56ms,Tribeca Channel [Geo-blocked],https://amg02507-giantpictures-tribeca-xumo-ey2b7.amagi.tv/playlist.m3u8
228.20ms,Tastemade Travel [Geo-blocked],https://amg00047-tastemade-amg00047c3-cineverse-us-1360.playouts.now.amagi.tv/playlist/amg00047-tastemadefast-tastemadetravel-cineverseus/playlist.m3u8
228.35ms,幸福密码,https://vd3.bdstatic.com/mda-kj9ispnax8gpirkf/hd/mda-kj9ispnax8gpirkf.mp4
228.37ms,新疆卫视,https://migu.188766.xyz/?migutoken=d62e6dddac6ef57c44b0b2ea94f6d59f&id=%E6%96%B0%E7%96%86%E5%8D%AB%E8%A7%86&pp=1
228.38ms,SKWAD (1080p),https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=71
228.52ms,Big Ten Network,https://fl3.moveonjoy.com/BIG_TEN_NETWORK/index.m3u8
228.61ms,Vevo '80s,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5fd7b8bf927e090007685853/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2cc206-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=e72e853c-9c99-4dda-b7b5-22baedf34c42
228.80ms,GoTraveler (720p) [Geo-blocked],https://amg09501-amg09501c1-klowdtv-us-2398.playouts.now.amagi.tv/playlist/amg09501-quester-gotraveler-klowdtvus/playlist.m3u8
228.81ms,CCTV16,https://migu.188766.xyz/?migutoken=86f87dc0f5f07aec275f16828325eb04&id=CCTV16&pp=1
228.86ms,07-30 07:00_WTA蒙特利尔站第三日： 高芙2_1柯林斯 伊藤葵2_1保利尼_高芙2_1柯林斯 伊藤葵2_1保利尼_[回放]肯宁0_2姆博科（英文原声）,https://migu.188766.xyz/play?migutoken=9271b4bcad4d45218ec1db288c2a2d77&id=9BJTxQKCc0F7X8KMt6n1%2BMK%2BvXGvTGAdCFzHXINMM9mkH3XiQanKPtX0%2BZmkTlzAGUOLzh7JFPs0zqDjLz%2BmS6NEwoc3dbMR7gE9Il0b1KT63eCDso%2BCmo2%2FLdbgNKo8240W4ILD2UDFaIOlc%2FVDgKdSe8%2FiPQe4%2FeHaQ6uZk9OJE3aWcA490aadptkvR6MWg8SeBKyg42aJ9KxfUzdK%2F0iB%2FsdjofmHPkCpgB1aD8g%3D&name=dg%2BidHTe8UJ9A8bop6WvkzgA7T0NqsQL%2Bd5%2FY1szEIp%2BdaCz%2FLKBrBKycGo0tD5HwIoMqw9x4zohW%2F%2BlNPhxnTbMnYZKL6vCie4wDJXVYLE5aZxh%2FbTi226bZIu0%2FEnogA5qWqzmFsegKVUyGn5N7VRaR3IL57q7gVpHaIOVLB4NV34jY%2BWWTlJkeRTyaS%2BQMkwQW%2BlOrqLjOzv4GqDhnDIeQBXB3nmUAXja4LTbE2SYKea82QOxc%2F2RrEW57yrn
229.50ms,Pursuit Channel (720p),https://fl3.moveonjoy.com/Pursuit_Channel/index.m3u8
229.59ms,鹤壁综合频道,http://pili-live-hls.hebitv.com/hebi/hebi.m3u8?zhend沁阳新闻综合#http://pili-live-hls.hebitv.com/hebi/hebi.m3u8?zhend
229.79ms,芒种,https://vd3.bdstatic.com/mda-kat1tr4ka5st965k/hd/mda-kat1tr4ka5st965k.mp4?pd=20
229.83ms,宁夏音乐广播,http://satellitepull.cnr.cn/live/wxnxyygb/playlist.m3u8
230.68ms,雨中相思-龙千玉,http://txmov2.a.yximgs.com/upic/2020/11/25/16/BMjAyMDExMjUxNjAwNDRfMTU0MDc1NjUwOF8zOTc3MTI2OTA2MF8yXzM=_b_B0652e68c50f21d5cb6bdda5dbc7a3c13.mp4
230.94ms,东方卫视,https://migu.188766.xyz/?migutoken=328de913366a26bfbc96d7c7010e2cfd&id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86&pp=1
231.26ms,07-29 09:30_2025斯诺克上海大师赛第一轮：肖国栋 6_3 雷佩凡_肖国栋 6_3 雷佩凡_[回放]肖国栋6_3雷佩凡,https://migu.188766.xyz/play?migutoken=5faddd5a411c87150daa026d2d238d75&id=4EUNEoVc%2BV6ntYShTd6VCBw0E1h1HBgS3jxYRDSUCPdddvFgI4xERa5Zo%2FkuyHMW4AEqmp6WzTQoe%2BM1gbzvmmhcsmK4yUN5so0Yypt0DGEa3X8DsnMkhc4zYW2Q7Gj%2BSnQOhepGoLZrHcWcRPpGhexRSO3J0LN3HnKFJZNfZE66Nsx0lsOPYFYS7X6LfRvSL33ooZQCKh%2B%2BDa%2F71qQxkz4Xd8XJLsCNCQbfbFxtrQw%3D&name=YB2%2FK3JyZatQW10fLrXTPlYP02YS5UumE7OmiW%2Fqc1JyxvztN1uyZZ3q3g9eTMZl%2Fcl5FjZ3fP80%2BXgnv6B%2BzHp6OqtG8M6GnUxOP%2BEckuAwbjFocypxwSvrY7ZsbClygdk4NN0YY3D2oHL1hH4syLFQ5SKOfQFqJsPqkVIuQX2QsnJl40MkhEyOhQQB4Syne%2F9m5lZu6KSGaIjT47hpFw%3D%3D
231.27ms,EBS Cinema (720p),https://rpn.bozztv.com/ebstv/ebscinema/index.m3u8
231.69ms,Access La Porte Country,https://vbfast-c.viebit.com/810fe13b-a9ac-46b3-a523-5a7e90ddfd25/playlist.m3u8
231.84ms,金典老歌合集dj,https://vd3.bdstatic.com/mda-mkq6zqsvfa164i4i/sc/cae_h264/1637829051855604521/mda-mkq6zqsvfa164i4i.mp4
232.00ms,PBS KET KY (480p),https://2-fss-2.streamhoster.com/pl_132/amlst:200914-1315486/playlist.m3u8
232.04ms,CCTV5,https://migu.188766.xyz/?migutoken=0bdd946bb62fb2496321cc5ae1dbbdf3&id=CCTV5&pp=1
232.07ms,CBN Family (1080p),https://bcovlive-a.akamaihd.net/r602a47f47fee47bb83239eb1b1e1ac83/us-east-1/734546207001/playlist.m3u8
232.13ms,🔀功夫,https://ukzy.ukubf4.com/20220407/j3bjFWpb/index.m3u8
232.29ms,DJ《舍不得又能怎样呢》,https://vd2.bdstatic.com/mda-ncv1qd3acxskd46p/sc/cae_h264_delogo/1648720820032252958/mda-ncv1qd3acxskd46p.mp4
232.34ms,CBS News Philadelphia (720p),https://cbsn-phi.cbsnstream.cbsnews.com/out/v1/5c9ad3e215984b0e9ad845b335216b72/master.m3u8
232.57ms,TVB星河,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941620&extension=ts&play_token=TBgeJuh42H
232.66ms,《野狼的士高》,https://vd2.bdstatic.com/mda-ncp47pjrm7kqjfwq/720p/h264_delogo/1648091187992655346/mda-ncp47pjrm7kqjfwq.mp4
232.71ms,民视新闻,https://live.iill.top/youtube/@FTV_News
